weekday,Age,Gender,Alcohol_Results,Drug_Involvement,Atmospheric_Condition,Roadway,Fatality
6,16,0,0.16,,0,5,1
7,52,1,,2,2,7,0
6,32,1,,2,0,11,0
6,45,1,,0,0,3,0
6,49,0,,0,0,6,0
4,26,1,,2,0,2,0
3,21,0,,0,0,8,0
1,18,0,,2,0,3,0
4,45,0,,0,0,5,0
1,27,0,0.0,0,0,6,0
3,55,0,,0,0,4,0
6,,1,,2,0,3,0
4,38,0,,0,1,7,0
6,58,0,0.14,0,0,5,0
2,39,0,0.0,,0,11,1
4,36,0,0.09,,0,12,1
7,79,1,,0,0,12,0
7,44,0,,0,0,9,0
6,26,0,,2,0,8,0
5,19,0,0.09,,0,1,1
2,69,1,0.0,2,0,3,0
6,49,1,,2,3,7,0
6,44,0,0.0,1,0,6,1
1,,1,,2,0,0,0
1,19,1,,0,0,6,0
1,,1,,2,3,11,0
4,72,1,,2,0,4,0
4,32,0,,2,0,6,0
2,50,0,,0,0,6,0
5,69,0,,0,2,1,0
5,54,1,0.0,,2,4,1
2,83,0,,2,0,5,1
3,36,1,0.0,,0,12,1
7,17,1,,2,0,2,0
2,26,1,,2,0,4,0
7,27,1,,0,2,4,0
4,67,0,,0,0,9,0
1,17,1,,2,0,9,0
5,81,1,,2,0,11,1
4,62,1,,0,0,7,0
1,25,1,,0,0,2,0
3,35,1,0.35,0,0,9,1
6,45,0,0.32,1,0,5,1
3,25,1,0.0,,1,3,1
6,16,1,,2,5,6,0
1,,0,,2,0,8,0
2,22,0,,0,0,6,0
5,68,0,,2,3,4,0
1,54,0,,0,0,4,0
6,22,1,,0,2,4,0
4,53,1,,0,0,9,1
6,33,1,,2,0,0,0
6,62,0,,2,2,7,0
3,,1,,2,0,5,0
3,67,0,,0,0,6,0
7,34,1,0.3,0,0,4,1
3,43,1,,2,0,7,0
1,51,0,,2,2,8,0
3,53,1,,2,0,7,0
7,20,0,0.23,1,0,1,1
4,63,0,0.25,,1,1,1
7,19,1,,2,0,6,0
6,38,0,0.09,1,2,1,1
2,,0,,2,2,7,0
3,47,0,0.0,,0,5,0
7,48,1,,0,0,6,0
1,65,1,,0,0,2,0
2,,1,,2,0,5,0
3,46,0,0.0,0,0,6,0
2,38,0,,2,0,3,1
7,,0,,2,3,3,0
1,67,0,0.18,2,0,3,1
6,25,0,0.13,0,3,3,1
7,,1,,2,2,4,0
5,49,0,0.0,0,0,7,1
5,29,0,0.17,2,0,5,1
6,31,0,0.16,0,2,3,1
6,66,1,0.0,0,,8,0
6,50,0,,2,0,3,0
4,62,0,,0,5,0,0
3,75,0,,,0,2,0
1,71,1,,2,0,9,0
1,30,0,0.26,1,0,12,1
3,37,1,,2,0,7,0
7,31,1,,0,0,0,0
6,,1,,2,0,1,0
5,41,1,,2,0,9,0
1,24,0,,2,0,3,0
5,70,1,,0,0,5,0
1,,0,,0,0,4,0
5,69,0,,0,0,4,0
5,27,1,0.0,0,0,6,0
1,40,0,0.0,,0,6,1
4,50,1,,0,5,9,0
2,53,0,,2,0,4,0
2,52,1,0.05,,3,8,1
5,43,1,,0,0,11,0
7,,1,,0,0,2,0
6,24,1,,2,0,8,0
1,21,0,0.2,2,0,2,1
5,45,0,0.0,2,1,4,0
4,,0,,2,0,3,0
6,64,0,,0,0,6,0
2,17,0,,2,0,7,0
4,27,1,,2,0,9,0
6,37,0,,2,0,11,0
7,60,0,,2,0,6,0
6,21,1,,0,0,6,0
7,21,0,,2,2,5,0
7,41,0,,2,0,6,0
2,36,0,0.24,0,0,8,1
5,82,0,,0,0,11,0
5,51,0,,0,0,7,0
2,35,0,,2,0,1,1
2,,1,,2,0,7,0
2,84,1,0.0,,2,3,1
6,65,0,0.0,2,0,6,1
6,16,0,,0,0,8,0
4,53,0,0.22,2,0,3,1
6,,1,,2,0,3,0
7,59,0,,2,0,5,0
1,24,0,,2,0,7,0
7,52,0,,2,0,4,1
4,23,0,,2,0,5,0
1,62,0,0.0,2,0,4,1
2,40,0,0.08,2,0,0,0
5,18,1,,2,0,8,0
4,44,0,,2,0,2,0
5,39,1,,2,0,8,0
1,34,0,0.12,,,12,1
1,19,0,0.06,0,0,3,1
7,,0,,2,0,8,0
1,21,1,0.24,,0,2,1
1,47,1,0.22,2,2,11,0
5,45,0,,2,0,2,0
3,50,0,,2,0,11,0
7,54,0,0.0,0,0,7,0
3,20,0,,0,0,0,0
6,16,0,,0,0,4,0
1,36,0,0.28,0,0,6,1
3,22,0,0.0,,0,8,1
4,71,0,0.13,2,0,3,1
6,33,1,,0,2,5,0
3,20,0,0.14,1,2,6,1
6,53,0,0.0,2,0,7,1
2,79,0,,0,0,4,0
5,50,0,,2,0,6,0
4,19,1,,0,0,9,0
5,42,1,,0,2,11,0
3,29,0,,2,0,5,0
6,53,0,,2,3,7,0
7,20,1,,2,0,4,0
4,18,1,,2,0,2,0
1,50,0,,0,3,7,0
4,52,1,,2,0,4,0
5,51,0,0.0,0,0,6,1
7,65,0,,0,0,5,0
6,45,0,0.07,2,0,9,1
7,44,0,,2,0,12,0
2,74,0,,0,3,1,0
6,,0,,2,0,9,0
2,,1,,0,0,8,0
7,46,1,,2,2,11,0
3,,1,,0,0,2,0
5,17,0,,0,2,12,0
7,,,,0,0,6,0
1,27,0,0.0,2,0,0,0
5,30,0,0.12,0,0,12,0
1,20,0,0.0,2,0,11,0
1,70,0,,0,0,6,0
7,36,0,0.0,0,0,2,0
7,18,0,0.08,2,0,6,1
4,22,0,0.0,2,0,7,0
5,44,0,0.2,2,1,7,1
6,34,0,0.08,2,0,4,1
6,31,0,,2,0,7,0
6,16,0,,2,0,5,0
6,20,0,,2,0,3,0
2,32,1,0.22,0,0,4,1
6,68,0,0.0,0,0,3,1
2,31,0,,0,0,6,0
7,30,1,0.0,,3,11,1
3,72,0,,2,2,7,1
6,21,1,,0,0,1,0
5,22,0,,2,0,11,0
6,17,0,,2,0,0,0
3,22,1,,0,0,5,0
3,34,0,,0,0,8,1
5,,,,2,5,3,0
6,19,1,,2,1,3,0
5,40,0,0.0,1,0,9,1
6,17,0,,2,0,3,0
2,63,0,0.0,,3,4,0
4,,1,,2,0,3,0
2,,1,,2,0,2,0
4,24,1,,0,0,8,0
1,36,1,,2,0,9,0
6,26,0,0.21,2,0,0,1
3,40,1,,2,3,4,0
6,46,0,0.0,1,0,9,1
6,77,0,,0,0,5,0
1,92,0,0.0,2,0,4,1
5,,0,,2,0,11,0
1,83,0,,2,0,9,1
5,,,,2,0,11,0
2,,0,,2,2,3,0
7,23,0,0.12,0,0,7,1
3,23,0,,2,3,9,0
7,24,1,,2,0,5,0
3,59,0,,2,2,7,1
5,28,1,,2,0,0,0
2,66,0,,2,0,6,0
7,,0,,2,0,3,0
3,81,0,0.0,,0,12,1
2,25,0,,2,0,10,0
5,19,0,,2,0,5,1
1,33,0,,0,0,9,0
4,47,0,,0,0,4,0
2,45,0,,0,0,6,0
4,46,1,,2,0,8,0
3,22,0,0.33,1,2,11,1
5,27,0,0.1,2,2,8,0
5,55,0,,0,3,7,1
3,20,0,0.07,,0,8,1
6,19,0,,2,0,7,0
4,86,0,,2,0,4,0
4,67,0,0.0,,0,11,1
4,45,0,0.0,0,0,7,0
4,29,0,0.0,0,2,2,0
7,26,0,,2,0,9,1
2,40,0,0.0,0,3,6,0
7,57,1,,2,0,5,0
7,64,1,,2,0,8,0
1,41,0,,0,0,12,0
7,23,0,0.08,1,0,3,0
2,24,1,,0,0,2,0
6,50,0,0.0,,0,6,1
3,35,0,,0,0,4,0
7,22,0,0.1,2,0,6,0
2,58,1,0.0,0,2,5,1
6,53,0,0.0,,0,6,1
3,17,0,0.0,1,0,0,1
1,69,1,0.0,,3,1,1
1,54,0,0.0,0,0,12,0
7,42,1,,2,0,2,0
2,20,0,0.0,2,0,9,1
3,41,0,,0,1,7,0
4,49,1,0.0,2,0,6,0
5,24,0,,2,1,5,0
5,29,0,0.31,0,0,6,0
3,54,0,,2,0,7,0
3,54,0,0.0,,2,9,1
3,46,1,0.0,,0,0,1
5,64,0,,0,2,6,0
5,26,0,,0,3,,0
5,22,0,,2,0,1,0
3,37,0,,2,0,2,0
7,31,0,0.1,0,2,11,0
6,48,1,,2,0,7,1
2,70,1,,0,0,6,0
1,27,0,0.22,2,2,9,1
7,40,0,,2,2,3,1
6,45,0,,2,2,6,0
3,81,0,,0,0,7,0
6,64,1,,0,0,5,0
2,18,0,0.0,1,0,8,1
7,52,1,0.16,2,0,6,0
2,51,0,0.0,1,0,7,1
5,72,1,0.0,0,5,3,1
2,39,1,,0,0,8,0
1,19,0,,0,0,8,0
1,45,0,0.0,2,0,0,0
6,,0,,2,0,11,0
6,53,0,0.08,2,0,8,1
6,44,0,0.21,1,0,4,0
6,34,0,,2,0,8,0
2,69,0,0.13,2,0,3,1
4,,1,,0,3,5,1
3,72,0,,2,0,6,0
1,25,0,,2,2,0,0
1,22,0,0.0,,2,5,1
2,52,0,,2,4,7,0
4,66,0,0.0,0,0,0,0
2,39,1,,2,0,11,1
3,51,0,0.0,,0,12,1
1,16,0,,0,0,3,0
6,43,0,,0,0,9,0
1,17,0,,2,0,5,0
6,23,0,0.15,0,2,11,1
3,26,0,0.0,,0,0,1
7,24,1,0.16,2,0,5,1
2,,0,,2,2,5,0
7,82,1,,0,2,7,0
7,41,0,,2,3,11,0
6,,0,,2,2,7,0
2,76,0,0.0,,3,6,1
2,61,1,,2,0,5,1
6,60,0,,0,0,6,0
3,29,0,0.16,,0,0,1
5,83,0,0.0,2,2,4,1
7,19,0,,,0,6,0
3,49,1,,2,1,3,0
6,29,0,,0,0,0,0
1,51,0,0.14,2,0,3,1
2,,0,,0,0,8,0
7,22,1,,2,0,6,0
4,39,1,,2,0,12,0
6,39,1,,0,0,5,0
2,43,0,,0,2,8,0
5,38,0,0.0,0,2,4,0
4,37,0,,,0,6,0
1,43,1,,2,0,6,0
6,26,0,0.03,0,0,7,0
4,65,1,,2,5,7,0
5,,0,,2,0,6,0
4,39,0,,2,0,11,0
3,32,0,0.19,0,0,2,1
5,36,1,0.0,0,1,3,0
7,,0,,2,0,6,0
5,24,0,,0,0,11,0
5,19,0,0.11,2,3,3,0
7,,,,0,0,7,0
3,,0,,2,0,7,0
5,22,0,0.23,0,0,11,1
5,70,0,,0,0,6,0
7,45,0,,2,0,11,0
2,42,0,,2,3,3,0
6,57,0,,2,0,7,0
4,26,0,,2,0,11,0
1,,1,,0,0,2,0
7,63,0,,0,0,6,0
7,,1,,2,0,3,1
7,32,0,,,0,6,1
4,,1,,2,0,9,0
2,18,1,,2,0,6,0
1,31,1,,2,0,2,0
4,19,1,,2,3,6,0
5,55,0,0.15,2,3,5,1
5,31,0,,2,0,3,0
5,27,0,0.0,2,0,2,0
1,57,0,,2,3,8,0
7,71,1,,2,0,6,0
6,,1,,2,0,3,0
2,61,1,,2,2,6,0
7,73,1,0.0,0,2,5,0
7,49,0,,2,0,12,0
3,,0,,2,5,5,0
6,63,0,,2,0,6,0
4,65,0,,0,2,7,0
6,72,0,,2,0,6,0
4,64,0,0.0,0,0,6,0
5,91,1,,2,0,8,0
6,75,0,0.0,2,0,4,1
4,41,0,,2,0,3,0
1,43,0,,2,0,7,0
6,,0,,2,0,6,0
2,31,0,,2,2,5,0
7,22,0,,0,0,5,0
5,35,0,,0,3,9,0
6,20,0,,0,0,5,0
5,20,1,0.18,,0,11,1
6,,,,2,0,9,0
6,18,1,,2,0,1,0
4,87,1,,2,0,4,0
1,16,0,0.0,0,0,9,0
6,28,0,,2,0,9,0
5,49,1,,2,0,6,0
1,18,1,,2,0,4,0
7,29,0,,2,0,6,0
3,31,0,,,0,8,0
3,52,0,0.0,2,0,0,0
6,,1,,2,0,11,0
4,47,1,,2,2,1,0
5,36,0,0.16,0,0,7,0
6,95,0,,0,0,9,0
6,,1,,2,0,7,0
3,29,1,,2,2,0,1
7,,1,,2,0,6,0
6,67,0,0.0,0,0,2,1
2,59,0,,2,0,12,0
3,92,0,,2,0,4,0
1,,1,,2,0,5,0
2,43,0,0.0,0,0,2,1
7,22,0,0.15,0,0,8,1
1,35,0,,,0,6,0
3,18,1,,,0,6,0
4,30,0,0.0,,0,3,0
1,19,0,0.2,0,5,4,1
2,27,1,0.0,2,0,8,0
5,43,0,0.0,0,0,4,0
6,45,0,,0,0,5,0
5,25,0,,2,0,4,0
2,80,0,,2,0,5,1
2,40,0,0.0,,0,11,1
5,,0,,2,0,11,0
3,28,0,0.16,0,0,2,1
6,44,0,,0,0,6,0
4,26,1,,0,0,11,1
6,21,0,,2,0,5,0
4,40,0,,,0,0,1
1,82,1,0.0,2,0,6,1
2,26,0,,2,0,1,0
4,,1,,0,2,2,0
7,40,0,0.21,2,0,6,1
3,57,1,,0,0,6,0
7,48,0,0.03,1,0,8,1
4,53,0,0.23,2,0,5,1
5,37,1,,2,2,4,0
5,49,1,,2,0,5,1
5,91,0,0.0,0,0,5,1
6,83,0,,2,0,8,1
6,31,0,,0,0,4,0
7,53,0,0.18,0,0,6,1
1,43,0,,2,0,8,0
6,19,0,0.0,,0,4,0
2,23,1,,2,0,7,0
5,30,0,0.0,,0,11,1
2,26,0,0.11,2,2,3,1
7,,1,,2,0,6,0
4,28,0,,2,0,5,0
5,50,0,,0,0,7,0
2,25,0,0.0,0,3,3,1
7,44,1,,0,0,2,0
2,37,0,0.0,2,0,7,0
5,22,0,,,0,6,1
2,37,0,0.0,2,0,3,1
6,41,0,0.19,0,0,4,1
6,,0,,0,0,8,0
7,25,0,,0,0,3,0
2,21,0,0.06,0,3,6,1
7,30,0,,2,0,2,0
7,52,1,0.0,1,5,4,1
7,23,0,0.19,2,0,6,0
4,82,0,,0,0,9,0
6,19,0,0.06,0,0,3,1
2,59,1,,2,0,8,1
7,72,0,,2,0,8,0
6,47,0,0.0,2,0,0,1
6,,0,0.0,,0,10,1
6,25,1,,,0,5,0
3,,1,,0,0,8,0
5,57,0,,2,0,9,0
1,61,1,0.3,2,0,10,1
3,75,1,,2,0,6,1
5,27,0,0.0,2,0,8,1
6,55,0,0.0,2,0,7,0
5,31,0,,2,2,6,0
7,32,0,,0,5,6,0
7,44,0,,0,2,7,0
5,,0,,0,0,2,0
5,17,0,,2,0,3,0
6,21,0,,2,0,9,0
1,,0,,2,0,0,0
7,46,0,0.0,,0,4,0
6,20,0,0.23,2,0,12,1
5,26,1,0.0,2,0,5,0
4,71,0,0.0,0,2,6,0
5,49,0,0.15,,2,8,0
1,83,0,0.36,,0,2,1
7,20,0,,2,0,4,0
4,23,0,,0,0,0,0
1,52,1,0.15,,0,0,1
4,46,0,0.0,,0,6,1
5,20,0,,0,2,7,0
5,,0,,2,0,8,0
5,64,0,0.0,,0,7,1
2,50,0,,2,2,0,0
1,71,0,0.0,2,2,8,1
7,35,0,0.12,0,0,5,0
1,88,1,,2,0,6,0
7,31,1,,2,0,3,0
7,21,1,0.0,,0,7,0
1,54,1,,2,3,0,0
6,25,1,,0,2,5,1
7,,1,,2,0,6,0
2,19,0,,2,0,5,0
2,73,1,0.0,2,0,7,1
1,67,0,,0,2,8,0
7,20,0,,2,0,8,0
7,45,1,,2,2,4,0
3,78,0,0.0,2,2,11,1
4,37,1,,2,0,9,0
4,43,0,0.0,0,3,5,1
6,58,0,0.0,2,2,6,0
4,51,0,0.0,0,0,3,0
5,27,0,,0,0,11,0
7,27,0,0.31,,0,2,1
1,33,0,0.0,1,2,3,1
6,87,1,,2,0,8,0
6,41,1,,2,0,6,0
3,20,0,0.03,1,2,9,1
5,58,0,,2,0,6,0
5,81,0,0.0,2,2,5,1
6,20,1,0.1,,3,7,1
7,81,0,,0,0,2,0
6,43,0,,0,0,0,0
4,58,0,0.0,,0,9,1
5,42,1,0.21,2,0,9,1
3,33,1,,2,,11,0
4,43,1,0.0,,0,2,1
5,70,0,,0,0,9,0
6,44,0,0.0,0,0,2,1
7,,1,,2,0,7,0
6,66,0,0.0,,0,4,1
5,23,0,0.06,2,0,6,1
2,51,0,,2,0,0,0
2,54,0,,2,2,7,0
6,22,0,,2,0,4,0
3,35,0,,2,5,8,0
6,19,0,0.0,0,7,8,0
6,47,1,,0,0,11,0
7,,1,,2,0,4,0
4,26,1,,0,0,9,0
1,46,0,0.19,0,2,7,1
2,20,1,0.0,,0,,1
7,53,1,,2,0,1,0
1,,0,,2,0,0,0
4,39,0,,2,0,3,0
1,31,0,0.0,2,0,7,1
6,,0,,2,0,0,0
7,21,0,0.26,0,0,11,0
1,29,0,,2,2,7,0
4,64,1,,2,2,4,0
4,38,0,,0,0,6,0
4,71,0,,2,0,0,0
7,,1,,2,0,8,0
7,,,,2,0,5,0
5,27,0,0.0,0,0,9,1
4,67,1,,0,0,4,0
7,35,0,,2,3,8,0
2,72,0,0.0,2,0,5,1
6,,0,,2,0,11,0
5,52,1,,2,5,8,0
6,18,0,0.1,,3,4,1
6,54,1,,0,0,6,0
6,40,0,0.2,2,0,7,0
5,24,1,,0,0,9,0
6,29,1,,2,0,6,0
6,,0,,2,0,8,0
5,28,0,0.16,0,0,6,1
3,30,0,,2,0,7,0
4,39,1,,0,0,5,0
4,66,1,0.0,0,0,5,1
4,16,0,,2,0,7,0
6,27,0,0.0,,0,6,1
6,29,1,0.0,2,3,11,0
1,39,0,,2,0,3,0
1,28,1,0.0,2,2,3,0
6,22,0,,0,0,4,1
5,27,0,,1,0,6,0
3,54,1,0.0,0,0,4,1
3,84,1,0.0,2,0,12,1
7,52,1,,2,0,0,0
4,43,0,,2,0,2,0
5,56,0,0.0,,0,2,1
6,,1,,0,0,2,1
2,28,0,0.0,,0,7,1
4,60,0,,2,2,3,0
4,47,0,,2,0,5,0
1,55,0,,2,0,7,0
6,37,0,0.19,2,0,4,1
5,68,0,0.0,0,2,3,1
6,18,1,,0,0,1,0
5,,0,,2,0,2,0
5,28,0,0.18,0,0,0,0
5,38,1,0.13,2,0,2,1
5,29,1,,2,0,7,0
4,23,0,,2,0,9,0
3,39,0,0.0,0,0,12,0
1,51,0,0.21,0,0,5,1
4,47,0,0.0,2,0,4,1
6,73,0,0.0,2,0,3,0
6,19,0,0.21,2,2,4,0
7,23,0,0.21,2,0,5,1
2,65,0,,0,0,12,0
6,51,0,0.0,0,0,6,0
2,,0,,2,2,3,0
7,50,0,0.13,0,0,9,1
6,45,1,0.0,,0,7,0
7,47,0,0.0,,0,7,1
6,25,0,0.0,2,0,7,0
1,54,0,,2,0,12,0
3,18,0,0.22,2,0,7,1
7,,0,,0,0,2,0
4,65,1,0.0,0,0,12,1
7,47,0,0.35,2,3,4,1
5,29,0,,2,0,8,0
7,30,0,,0,1,2,0
7,30,0,,2,0,11,0
5,18,0,,0,0,9,0
7,25,0,,,0,7,0
6,22,0,,,0,6,0
1,34,1,0.0,,0,6,1
5,25,0,,2,3,6,0
7,52,1,,2,1,2,0
5,26,0,0.0,1,0,5,0
4,32,1,0.22,2,0,12,1
3,77,0,,0,0,9,0
5,36,0,,2,0,7,0
1,45,0,0.0,0,0,4,1
5,54,0,0.0,2,2,6,0
2,30,1,0.0,0,4,6,0
6,57,0,0.25,2,0,11,1
4,29,0,,2,3,12,0
1,19,0,0.11,2,0,3,1
7,,,,2,0,4,0
2,32,0,0.0,2,0,11,0
5,24,0,,2,0,7,0
6,59,1,,2,0,7,0
4,37,1,,2,2,6,0
7,38,0,0.14,,0,7,1
2,40,1,,0,0,7,0
2,32,1,,0,0,8,0
1,51,0,,2,3,5,0
4,19,0,,2,0,5,0
5,39,0,,2,2,8,0
4,,1,,0,0,8,0
4,62,0,0.14,,0,4,1
3,18,1,0.05,,0,5,1
4,18,1,,2,0,6,0
3,30,0,,2,0,9,1
6,73,0,,0,2,11,0
7,,1,,2,0,5,0
7,18,0,,2,0,6,0
7,30,0,0.16,0,,3,1
5,52,0,0.0,0,0,1,0
3,52,0,0.0,,0,6,1
6,37,0,0.0,,0,12,1
3,26,1,,2,0,0,0
7,21,1,,0,0,7,0
5,22,0,0.13,0,0,9,1
6,25,0,0.17,,0,12,0
5,35,0,0.0,0,0,4,0
7,27,0,,2,0,5,0
1,56,0,0.0,2,0,6,0
6,19,0,0.11,0,0,5,1
6,42,1,,,,5,1
4,58,1,,2,2,7,0
4,86,0,,0,0,6,1
4,,1,,2,3,4,1
2,38,0,0.14,0,0,3,0
4,53,1,,0,2,7,0
7,,0,,2,0,12,0
6,72,1,,2,0,5,0
1,37,0,,2,0,9,0
3,32,0,,0,0,6,0
2,38,1,,2,0,12,0
5,67,1,,2,0,11,0
6,,0,,0,0,2,0
6,49,1,0.0,2,2,6,1
4,41,0,,0,7,4,1
5,45,0,0.35,,0,7,1
3,19,0,,0,0,5,0
5,19,0,,0,0,2,1
4,49,1,,2,0,9,0
2,20,0,,2,0,7,0
5,,0,0.0,2,0,3,1
5,35,0,,2,0,6,0
3,47,0,,,0,9,0
1,18,0,,2,0,12,0
7,18,1,,2,3,6,0
7,51,1,,2,0,4,0
3,68,0,0.0,2,0,12,1
6,,1,,2,0,9,0
5,49,0,0.0,0,0,9,0
4,75,1,0.0,2,2,7,1
7,46,0,0.02,2,0,11,1
5,17,1,,2,0,6,0
1,49,1,,0,0,3,0
2,63,0,0.01,2,2,8,1
2,53,0,0.22,2,0,8,1
2,64,0,0.0,,0,11,1
6,34,0,0.14,,2,4,1
5,52,0,0.0,0,2,5,1
2,41,1,,2,0,5,0
1,,0,,0,1,7,0
2,73,1,,0,0,4,0
6,63,1,,2,0,5,0
3,18,1,,2,0,9,0
6,54,0,,0,5,2,0
5,27,0,,2,2,8,0
2,20,0,,0,5,5,0
5,,1,,2,2,5,0
4,70,0,0.29,0,3,6,0
3,24,1,,0,0,5,0
1,,0,,2,0,5,0
2,20,0,,2,0,2,0
6,49,1,,0,2,11,0
7,39,0,,,0,11,0
3,39,0,0.16,0,2,9,1
6,65,1,,0,2,11,1
6,29,1,,0,3,6,0
1,36,1,,2,0,6,0
7,51,0,,2,2,8,0
6,21,0,,0,2,4,1
3,32,1,,0,3,9,0
2,32,1,0.25,2,0,5,0
5,67,0,,2,0,6,0
7,42,1,,2,0,6,0
1,73,0,0.35,,0,6,1
2,76,0,,0,0,3,0
5,27,0,,,2,7,0
1,46,0,,0,0,2,0
6,34,0,0.17,,0,5,0
1,22,0,0.09,,0,11,1
3,53,1,,2,2,4,0
3,77,0,0.0,0,0,6,1
3,52,0,0.0,,0,6,1
4,51,1,0.29,0,0,8,1
6,21,1,0.0,0,0,7,1
3,32,1,,2,0,3,0
2,44,0,,0,0,11,0
5,28,0,0.07,1,0,5,0
6,37,1,,0,2,6,0
5,21,1,0.2,2,0,0,1
4,25,1,0.0,0,0,9,1
7,18,1,,2,0,8,0
4,41,0,0.0,0,0,,1
6,28,0,0.2,0,0,9,1
2,52,0,,2,0,5,1
3,28,1,0.0,,2,11,1
3,,1,,2,0,7,0
7,61,0,0.21,1,2,6,0
4,75,0,,0,0,8,0
3,24,1,,2,0,7,1
7,18,0,0.06,1,3,10,1
5,46,1,,2,0,6,0
2,53,1,,2,0,4,1
3,48,1,,2,0,4,0
7,55,0,,2,0,2,1
3,16,0,0.05,1,3,9,1
4,,1,,2,2,6,0
1,48,1,0.0,0,0,4,0
2,76,1,,0,2,9,0
6,34,1,0.0,0,0,3,0
6,18,0,,2,0,9,0
7,23,0,0.13,1,0,11,0
1,78,1,0.0,0,7,3,1
7,19,0,,2,0,0,0
3,16,1,,2,0,5,0
3,63,0,,0,0,11,0
3,25,0,0.0,,0,3,1
5,41,0,0.13,2,0,11,1
4,,0,,2,0,6,0
1,44,0,,0,2,11,0
6,40,0,,0,0,8,0
6,32,0,,2,0,9,0
4,58,0,0.11,2,0,5,1
1,,0,,2,0,12,0
6,21,0,0.2,2,0,5,1
2,61,0,,2,0,9,0
6,40,1,0.0,,3,4,1
7,42,0,0.15,,0,1,1
2,61,1,0.0,1,0,5,0
2,27,0,,0,5,6,0
3,23,0,,2,0,8,0
6,36,1,,2,0,12,0
6,45,0,0.11,2,2,8,1
5,40,0,0.07,0,1,3,1
7,,0,,2,0,4,0
5,,1,,2,2,1,0
3,28,0,,2,0,9,0
2,56,0,0.24,,0,1,1
2,31,0,,2,1,8,0
5,62,0,,2,0,4,0
3,,0,0.0,2,0,11,1
7,,0,,2,0,3,0
4,18,0,,0,0,5,0
1,19,1,,2,0,11,0
6,44,0,0.02,2,0,10,0
2,32,0,,0,2,6,0
1,39,0,0.0,,0,4,1
2,62,0,0.0,2,0,7,0
1,19,1,,0,0,8,0
5,40,1,,0,0,7,0
2,48,1,,0,0,5,0
6,17,1,0.06,2,0,9,1
6,46,1,,2,3,9,0
4,22,0,0.18,2,2,7,0
6,17,1,,2,0,3,0
6,,0,,2,0,6,0
6,61,0,0.0,2,0,6,0
7,19,0,,2,0,11,0
3,34,0,0.0,,0,7,0
6,24,0,,2,0,2,0
6,24,1,,0,0,3,0
5,25,0,,0,0,5,0
6,31,1,0.15,0,0,5,0
4,,0,,2,,6,0
5,58,0,0.0,0,0,11,0
2,33,0,0.15,0,3,11,1
2,20,1,,2,0,8,0
4,75,0,,0,0,7,0
6,84,1,0.0,2,0,2,1
4,16,1,,0,3,4,0
7,32,1,,2,0,8,0
2,58,1,0.0,,0,5,1
5,,1,,2,0,0,0
7,23,0,,0,0,8,0
5,22,1,,2,0,9,0
4,,0,,2,0,3,0
2,39,1,,2,3,11,0
6,,1,,2,0,3,0
7,,1,,2,0,12,0
4,,0,,2,0,1,0
6,40,1,0.0,0,2,8,0
2,36,1,,0,0,5,0
2,60,0,,2,2,2,0
5,20,1,0.0,0,0,2,0
5,72,1,0.0,1,0,8,1
3,,1,,2,0,12,0
3,58,0,0.0,0,0,5,0
4,22,0,,2,0,8,0
6,,1,,0,0,3,0
3,16,0,,2,2,7,0
5,44,0,0.18,2,3,5,1
1,19,0,,0,0,5,0
7,17,1,,0,0,7,1
1,54,0,0.21,2,0,5,1
3,22,0,,2,0,2,0
4,22,0,0.0,2,3,6,0
4,45,0,,2,3,2,0
4,42,1,0.23,0,0,8,0
5,47,0,,0,2,7,0
2,39,1,0.15,0,0,7,0
1,34,0,,2,0,9,0
1,39,1,0.0,0,0,6,1
6,57,0,,2,0,7,0
6,20,0,,0,0,9,0
5,23,0,0.09,2,2,1,1
7,64,0,,2,0,12,0
6,23,0,0.17,1,0,11,1
4,44,0,,2,1,7,0
1,27,0,0.03,2,0,7,1
5,71,1,,0,0,,0
6,40,0,,0,0,2,0
2,50,0,,2,0,6,0
5,36,0,0.0,0,2,4,0
1,28,0,0.0,2,1,7,0
3,40,0,,0,0,9,0
4,19,1,,2,2,0,0
1,50,0,,2,2,9,0
4,29,1,0.0,1,0,5,1
2,79,1,,0,0,4,0
6,23,0,0.0,1,3,11,1
5,23,1,0.03,2,0,8,1
6,32,1,,0,0,8,0
7,,1,,2,2,5,1
3,64,0,0.23,2,2,9,1
7,,1,,2,0,6,0
4,35,1,0.0,2,0,4,0
5,39,0,,0,0,4,0
6,66,1,,0,0,4,0
5,,0,,0,0,,1
6,37,0,0.34,0,0,6,1
1,77,1,0.0,,0,5,1
7,39,0,0.0,,0,1,1
6,21,0,,2,0,8,0
6,28,0,,0,2,6,0
2,29,0,,2,2,4,0
3,17,0,,0,0,9,0
3,44,0,,2,0,4,0
2,,0,,2,0,7,0
7,19,0,,2,0,10,0
3,57,0,0.0,0,0,8,0
4,18,1,0.13,2,2,5,1
6,47,1,,2,0,1,0
3,45,0,0.3,0,0,7,1
7,22,0,0.19,2,2,11,1
7,22,0,,2,0,6,0
4,22,0,,2,0,8,0
1,71,0,0.13,1,0,7,1
5,18,0,0.12,2,0,0,1
3,81,0,,2,0,5,0
1,73,1,,,0,3,0
2,20,0,,0,3,1,0
6,51,0,0.12,1,3,4,0
6,39,0,0.25,2,0,11,1
